,district,ward,coordinates,kind,Legal,surface,floor,bedRoom,bathRoom,environment,utility,price
146,Quận 3,Phường 06,"[10.78024, 106.6907]",Nhà phố,"[1, 0, 0]",100.0,5.0,,,,,195000000.0
147,Quận 3,Phường 08,"[10.78774, 106.68727]",Nhà phố,"[1, 0, 0]",88.0,5.0,,,,,250000000.0
148,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Khác,"[1, 0, 0]",50.0,,,,,,134000000.0
149,Quận Tân Phú,Phường Tân Quý,"[10.7971, 106.62347]",Nhà phố,"[1, 0, 0]",21.0,,,,,,166666666.667
150,Quận 10,Phường 15,"[10.76981, 106.65732]",Nhà phố,"[1, 0, 0]",52.0,3.0,,,,,171153846.154
151,Quận 10,Phường 08,"[10.76609, 106.66681]",Nhà phố,"[1, 0, 0]",40.0,,,,,,82500000.0
152,Quận Tân Bình,Phường 05,"[10.7902, 106.66257]",Nhà phố,"[1, 0, 0]",60.0,3.0,,,"Giao thông công cộng,Công viên,Khu an ninh ,",,105000000.0
153,Quận 5,Phường 02,"[10.76459, 106.67332]",Nhà phố,"[1, 0, 0]",80.0,5.0,,,,,306250000.0
154,Quận 10,Phường 03,"[10.7619, 106.67194]",Nhà phố,"[1, 0, 0]",80.0,3.0,,,,,118750000.0
155,Quận 12,Phường Tân Thới Hiệp,"[10.86222, 106.64144]",Nhà phố,"[1, 0, 0]",25.0,1.0,1.0,1.0,,,112000000.0
156,Quận 10,Phường 02,"[10.76457, 106.67325]",Khác,,50.0,3.0,,,,,126000000.0
157,Quận 7,Phường Tân Thuận Ðông,"[10.75614, 106.73623]",Biệt thự/ Villa,"[1, 0, 0]",148.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Hồ bơi,Máy giặt,Ban công / Sân thượng,Wifi,Sân vườn,Phòng tập gym ,",54054054.0541
158,Quận Bình Tân,Phường Bình Hưng Hoà A,"[10.7834, 106.6101]",Nhà phố,,68.0,1.0,2.0,2.0,,,110294117.647
159,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",100.0,,,,,,117000000.0
160,Quận 7,Phường Phú Thuận,"[10.73016, 106.74742]",Nhà phố,"[0, 1, 0]",100.0,3.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",56000000.0
161,Quận 10,Phường 11,"[10.77378, 106.67901]",Nhà phố,"[1, 0, 0]",46.0,,,,,,100000000.0
162,Quận 7,Phường Tân Thuận Ðông,"[10.75614, 106.73623]",Nhà phố,,320.0,3.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",24375000.0
163,Quận 6,Phường 13,"[10.75323, 106.62963]",Nhà phố,"[1, 0, 0]",128.0,2.0,,,,,35937500.0
164,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",58.0,3.0,,,,,186206896.552
165,Quận Bình Tân,Phường An Lạc,"[10.72852, 106.61238]",Nhà phố,"[1, 0, 0]",48.0,3.0,4.0,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Ban công / Sân thượng,Wifi ,",114583333.333
166,Quận 11,Phường 05,"[10.77094, 106.64394]",Nhà phố,"[1, 0, 0]",54.0,2.0,,,,,231481481.481
167,Quận Tân Bình,Phường 02,"[10.80612, 106.66277]",Khác,"[1, 0, 0]",112.0,2.0,5.0,5.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Phòng tập gym ,",167857142.857
168,Quận Bình Tân,P.Bình Trị Đông,"[10.8231, 106.62966]",Khác,"[1, 0, 0]",68.0,2.0,5.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Wifi ,",51470588.2353
169,Quận 10,Phường 11,"[10.77378, 106.67901]",Nhà phố,"[1, 0, 0]",49.0,2.0,,,,,367346938.776
170,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",63.0,4.0,,,,,166666666.667
171,Quận 10,Phường 12,"[10.76192, 106.65519]",Khác,"[1, 0, 0]",60.0,2.0,,,,,136666666.667
172,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",90.0,,,,,,188888888.889
173,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",54.0,4.0,,,,,305555555.556
174,Quận 3,Phường 10,"[10.78116, 106.67643]",Nhà phố,"[1, 0, 0]",64.0,,,,,,201562500.0
175,Quận 1,Phường Nguyễn Cư Trinh,"[10.76242, 106.68446]",Nhà phố,"[1, 0, 0]",68.0,2.0,,,,,205882352.941
176,Quận 1,Phường Nguyễn Cư Trinh,"[10.76242, 106.68446]",Khác,"[1, 0, 0]",59.0,3.0,,,,,93220338.9831
177,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",36.0,2.0,,,,,191666666.667
178,Quận 1,Phường Bến Thành,"[10.77414, 106.69601]",Khác,"[1, 0, 0]",78.0,3.0,7.0,,,,147435897.436
179,Quận 1,Phường Bến Thành,"[10.77414, 106.69601]",Khác,"[1, 0, 0]",47.0,2.0,,,,,144680851.064
180,Quận 9,Phường Phú Hữu,"[10.79757, 106.80281]",Biệt thự/ Villa,"[1, 0, 0]",185.0,3.0,4.0,4.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,","Hồ bơi,Ban công / Sân thượng,Sân vườn,Phòng tập gym ,",15675675.6757
181,Quận Tân Phú,Phường Tân Sơn Nhì,"[10.79525, 106.63394]",Nhà phố,"[1, 0, 0]",95.0,1.0,,,,,71578947.3684
182,Quận 7,Phường Phú Thuận,"[10.71078, 106.7371]",Nhà phố,"[1, 0, 0]",240.0,4.0,5.0,4.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Khu an ninh ,","Ban công / Sân thượng,Sân vườn ,",17500000.0
183,Quận 9,Phường Phú Hữu,"[10.79757, 106.80281]",Nhà phố,"[1, 0, 0]",194.0,3.0,4.0,4.0,,,15979381.4433
184,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Khác,"[1, 0, 0]",84.0,2.0,,,,,125000000.0
185,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",80.0,,,,,,300000000.0
186,Quận Bình Thạnh,Phường 12,"[10.81173, 106.70201]",Khác,"[1, 0, 0]",45.0,3.0,,,,,102222222.222
187,Quận Bình Thạnh,Phường 07,"[10.80785, 106.69271]",Khác,"[1, 0, 0]",73.0,1.0,,,,,157534246.575
188,Quận Phú Nhuận,Phường 08,"[10.79897, 106.67439]",Nhà phố,"[1, 0, 0]",81.0,,,,,,87654320.9877
189,Quận 9,Phường Phú Hữu,"[10.79757, 106.80281]",Biệt thự/ Villa,"[1, 0, 0]",170.0,3.0,4.0,4.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",26470588.2353
190,Quận Bình Thạnh,Phường 12,"[10.81173, 106.70201]",Khác,"[1, 0, 0]",145.0,1.0,,,,,44827586.2069
191,Quận Bình Thạnh,Phường 12,"[10.81173, 106.70201]",Nhà phố,"[1, 0, 0]",48.0,4.0,,,"Trường học,Bệnh viện,Giao thông công cộng,Khu an ninh ,","Điều hòa,Internet cáp quang,Ban công / Sân thượng,Wifi ,",89583333.3333
192,Quận 3,Phường 13,"[10.74595, 106.65688]",Nhà phố,"[1, 0, 0]",83.0,,,,,,80722891.5663
193,Quận Bình Thạnh,Phường 07,"[10.80785, 106.69271]",Khác,"[1, 0, 0]",73.0,1.0,,,,,157534246.575
194,Quận 3,Phường 06,"[10.78024, 106.6907]",Nhà phố,"[1, 0, 0]",180.0,,,,,,55555555.5556
195,Quận Bình Thạnh,Phường 11,"[10.81494, 106.69231]",Khác,"[1, 0, 0]",150.0,2.0,,,,,35333333.3333
196,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",73.0,,,,,,101369863.014
197,Quận Bình Thạnh,Phường 15,"[10.79951, 106.70506]",Khác,"[1, 0, 0]",76.0,1.0,,,,,36842105.2632
198,Huyện Nhà Bè,Thị Trấn Nhà Bè,"[10.69329, 106.74142]",Nhà phố,"[1, 0, 0]",96.0,3.0,4.0,3.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Wifi ,",9166666.66667
199,Quận 7,Phường Tân Phong,"[10.73072, 106.70413]",Nhà phố,,140.0,2.0,4.0,5.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Phòng tập gym ,",132142857.143
200,Quận 3,Phường 02,"[10.76922, 106.68226]",Nhà phố,"[1, 0, 0]",52.0,,,,,,105769230.769
201,Huyện Bình Chánh,Xã Vĩnh Lộc B,"[10.79035, 106.56436]",Nhà phố,,60.0,1.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",16666666.6667
202,Huyện Bình Chánh,Xã Vĩnh Lộc B,"[10.79035, 106.56436]",Nhà phố,,60.0,1.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",38333333.3333
203,Huyện Bình Chánh,Xã Vĩnh Lộc B,"[10.79035, 106.56436]",Nhà phố,"[1, 0, 0]",60.0,1.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",13000000.0
204,Huyện Bình Chánh,Xã Bình Lợi,"[10.75043, 106.471]",Nhà phố,"[1, 0, 0]",60.0,1.0,3.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",12000000.0
205,Quận 10,Phường 02,"[10.76457, 106.67325]",Nhà phố,"[1, 0, 0]",78.0,,,,,,108974358.974
206,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",74.0,,,,,,110810810.811
207,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",48.0,,,,,,114583333.333
208,Quận 3,Phường 06,"[10.78024, 106.6907]",Nhà phố,"[1, 0, 0]",160.0,2.0,,,,,237500000.0
209,Quận 3,Phường 14,"[10.75384, 106.65692]",Nhà phố,"[1, 0, 0]",56.0,,,,,,119642857.143
210,Huyện Bình Chánh,Xã Phong Phú,"[10.69909, 106.65221]",Nhà phố,"[1, 0, 0]",50.0,1.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",14400000.0
211,Huyện Bình Chánh,Xã Tân Nhựt,"[10.71258, 106.52866]",Nhà phố,"[1, 0, 0]",50.0,1.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",14400000.0
212,Huyện Bình Chánh,Thị Trấn Tân Túc,"[10.68654, 106.5725]",Nhà phố,"[1, 0, 0]",50.0,1.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",14600000.0
213,Huyện Hóc Môn,Xã Tân Thới Nhì,"[10.9024, 106.54209]",Nhà phố,"[1, 0, 0]",220.0,2.0,3.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Ban công / Sân thượng ,",3181818.18182
214,Quận 3,Phường 06,"[10.78024, 106.6907]",Nhà phố,"[1, 0, 0]",84.0,2.0,,,,,220238095.238
215,Quận 3,Phường 09,"[10.78236, 106.67903]",Nhà phố,"[1, 0, 0]",95.0,,,,,,93684210.5263
216,Quận 3,Phường 01,"[10.75423, 106.67891]",Nhà phố,"[1, 0, 0]",89.0,,,,,,104494382.022
217,Huyện Bình Chánh,Xã Vĩnh Lộc A,"[10.82315, 106.56666]",Nhà phố,"[1, 0, 0]",90.0,,,,,,15555555.5556
218,Quận 3,Phường 01,"[10.75423, 106.67891]",Nhà phố,"[1, 0, 0]",106.0,,,,,,68867924.5283
219,Huyện Bình Chánh,Xã Vĩnh Lộc B,"[10.79035, 106.56436]",Nhà phố,"[1, 0, 0]",60.0,2.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",20000000.0
220,Quận Phú Nhuận,Phường 01,"[10.79877, 106.6827]",Nhà phố,"[1, 0, 0]",48.0,,,,,,218750000.0
221,Quận Phú Nhuận,Phường 01,"[10.79877, 106.6827]",Nhà phố,"[1, 0, 0]",64.0,,,,,,114062500.0
222,Huyện Bình Chánh,Xã Vĩnh Lộc A,"[10.82315, 106.56666]",Nhà phố,"[1, 0, 0]",54.0,2.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",16666666.6667
223,Quận 10,Phường 11,"[10.77378, 106.67901]",Nhà phố,"[1, 0, 0]",94.0,2.0,,,"Siêu thị,Giao thông công cộng,Khu an ninh ,",,101063829.787
224,Quận 12,Phường Ðông Hưng Thuận,"[10.84093, 106.62901]",Nhà phố,"[1, 0, 0]",333.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",3903903.9039
225,Quận 5,Phường 10,"[10.75151, 106.66546]",Nhà phố,"[1, 0, 0]",123.0,4.0,,,"Trường học,Siêu thị,Giao thông công cộng,Khu an ninh ,",,156097560.976
226,Huyện Bình Chánh,Xã An Phú Tây,"[10.68745, 106.60807]",Nhà phố,"[1, 0, 0]",50.0,1.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",14600000.0
227,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",459.0,5.0,,,,,305010893.246
228,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",72.0,,,,,,61111111.1111
229,Quận Bình Tân,Phường Bình Hưng Hoà,"[10.80758, 106.60452]",Nhà phố,"[1, 0, 0]",80.0,3.0,3.0,3.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",121250000.0
230,Quận 10,Phường 14,"[10.7736, 106.65997]",Nhà phố,"[1, 0, 0]",96.0,3.0,5.0,6.0,"Siêu thị,Giao thông công cộng,Khu an ninh ,",,129166666.667
231,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",1680.0,,2.0,,,,400000000.0
232,Quận 10,Phường 14,"[10.7736, 106.65997]",Nhà phố,"[1, 0, 0]",40.0,,,,,,92500000.0
233,Quận 5,Phường 03,"[10.75975, 106.68188]",Nhà phố,"[1, 0, 0]",66.0,1.0,,,,,219696969.697
234,Quận 10,Phường 15,"[10.76981, 106.65732]",Nhà phố,"[1, 0, 0]",144.0,,,,,,126388888.889
235,Huyện Nhà Bè,Thị Trấn Nhà Bè,"[10.69329, 106.74142]",Nhà phố,"[1, 0, 0]",145.0,3.0,4.0,5.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Đầy đủ nội thất ,",49655172.4138
236,Huyện Bình Chánh,Xã Vĩnh Lộc A,"[10.82315, 106.56666]",Nhà phố,"[0, 0, 1]",116.0,1.0,2.0,2.0,"Trường học,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Ban công / Sân thượng ,",125862068.966
237,Quận 1,Phường Bến Nghé,"[10.77887, 106.69893]",Nhà phố,"[1, 0, 0]",90.0,3.0,,,,,233333333.333
238,Huyện Bình Chánh,Xã Vĩnh Lộc A,"[10.8191, 106.56391]",Nhà phố,"[0, 0, 1]",116.0,1.0,4.0,2.0,"Trường học,Siêu thị,Bệnh viện,Gần chùa,Gần nhà thờ ,","Ban công / Sân thượng ,",21551724.1379
239,Quận 1,Phường Cầu Kho,"[10.75677, 106.68776]",Nhà phố,"[1, 0, 0]",84.0,,,,,,178571428.571
240,Quận Tân Bình,Phường 14,"[10.79433, 106.63974]",Nhà phố,"[1, 0, 0]",93.0,,,,,,91397849.4624
241,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",42.0,,,,,,197619047.619
242,Quận Tân Bình,Phường 04,"[10.80346, 106.65779]",Nhà phố,"[1, 0, 0]",93.0,,,,,,91397849.4624
243,Quận Phú Nhuận,Phường 03,"[10.75487, 106.69966]",Nhà phố,"[1, 0, 0]",80.0,,,,,,81250000.0
244,Quận 3,Phường 08,"[10.78774, 106.68727]",Nhà phố,,106.0,1.0,,,,,66037735.8491
245,Quận 10,Phường 04,"[10.76334, 106.66875]",Nhà phố,"[1, 0, 0]",70.0,,,,,,95714285.7143
246,Quận 3,Phường 07,"[10.78411, 106.68729]",Nhà phố,"[1, 0, 0]",300.0,,,,,,96666666.6667
247,Quận 10,Phường 15,"[10.76981, 106.65732]",Nhà phố,"[1, 0, 0]",86.0,4.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Ban công / Sân thượng,Wifi ,",106976744.186
248,Quận 1,Phường Nguyễn Cư Trinh,"[10.76242, 106.68446]",Nhà phố,"[1, 0, 0]",68.0,2.0,,,,,242647058.824
249,Huyện Bình Chánh,Xã Bình Chánh,"[10.69114, 106.59674]",Nhà phố,"[1, 0, 0]",100.0,1.0,4.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,6500000.0
250,Huyện Bình Chánh,Xã Bình Chánh,"[10.69114, 106.59674]",Nhà phố,"[1, 0, 0]",100.0,1.0,4.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,6500000.0
251,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,,140.0,2.0,,,,,285714285.714
252,Quận 3,Phường 13,"[10.74595, 106.65688]",Nhà phố,"[1, 0, 0]",95.0,4.0,,,,,94736842.1053
253,Quận 7,Phường Tân Phong,"[10.73072, 106.70413]",Nhà phố,"[0, 1, 0]",60.0,2.0,3.0,3.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Ban công / Sân thượng,Sân vườn ,",208333333.333
254,Quận Bình Thạnh,Phường 19,"[10.7916, 106.71189]",Nhà phố,"[1, 0, 0]",217.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,100460829.493
255,Huyện Bình Chánh,Xã Bình Chánh,"[10.69114, 106.59674]",Nhà phố,"[1, 0, 0]",90.0,1.0,4.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",7777777.77778
256,Huyện Bình Chánh,Thị Trấn Tân Túc,"[10.68654, 106.5725]",Nhà phố,"[1, 0, 0]",100.0,1.0,4.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",5500000.0
257,Quận 7,Phường Tân Phong,"[10.73721, 106.71452]",Nhà phố,"[0, 1, 0]",140.0,3.0,6.0,6.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Ban công / Sân thượng,Wifi ,",66428571.4286
258,Quận 3,Phường 05,"[10.77115, 106.68653]",Nhà phố,,63.0,4.0,,,,,130158730.159
259,Huyện Bình Chánh,Xã Lê Minh Xuân,"[10.77615, 106.54042]",Nhà phố,"[1, 0, 0]",72.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Internet cáp quang,Sân vườn ,",6250000.0
260,Quận 3,Phường 03,"[10.77057, 106.6783]",Nhà phố,"[1, 0, 0]",150.0,2.0,4.0,5.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn ,",56666666.6667
261,Huyện Nhà Bè,Xã Phước Kiểng,"[10.70289, 106.70856]",Nhà phố,"[1, 0, 0]",146.0,,2.0,,,,10273972.6027
262,Quận 1,Phường Bến Thành,"[10.77414, 106.69601]",Nhà phố,"[1, 0, 0]",86.0,2.0,,,,,395348837.209
263,Huyện Nhà Bè,Xã Phước Kiển,"[10.70364, 106.70937]",Nhà phố,"[1, 0, 0]",114.0,,4.0,,,,30701754.386
264,Quận 3,Phường 13,"[10.74595, 106.65688]",Nhà phố,"[1, 0, 0]",160.0,2.0,4.0,5.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",53125000.0
265,Quận 10,Phường 15,"[10.78473, 106.66869]",Nhà phố,"[1, 0, 0]",33.0,4.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Đầy đủ nội thất,Wifi ,",106060606.061
266,Quận 3,Phường 03,"[0.0, 0.0]",Nhà phố,"[1, 0, 0]",150.0,2.0,4.0,5.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",56666666.6667
